Interpolation Weights at RHO-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indx5   indx6    XIdgO       XIrg      XIdgR     Jdg   indx8    ETAdgO     ETArg      ETAdgT 
0000281  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    34    2209    2210   33.50000   33.50000   34.50000    26    2296   25.50000   25.50000   26.50000
0000282  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    34    2209    2210   33.50000   33.83333   34.50000    26    2296   25.50000   25.50000   26.50000
0000283  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    34    2209    2210   33.50000   34.16667   34.50000    26    2296   25.50000   25.50000   26.50000
0000284  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    35    2210    2211   34.50000   34.50000   35.50000    26    2297   25.50000   25.50000   26.50000
0000285  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    35    2210    2211   34.50000   34.83333   35.50000    26    2297   25.50000   25.50000   26.50000
0000286  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    35    2210    2211   34.50000   35.16667   35.50000    26    2297   25.50000   25.50000   26.50000
0000287  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    36    2211    2212   35.50000   35.50000   36.50000    26    2298   25.50000   25.50000   26.50000
0000288  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    36    2211    2212   35.50000   35.83333   36.50000    26    2298   25.50000   25.50000   26.50000
0000289  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    36    2211    2212   35.50000   36.16667   36.50000    26    2298   25.50000   25.50000   26.50000
0000290  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    37    2212    2213   36.50000   36.50000   37.50000    26    2299   25.50000   25.50000   26.50000
0000291  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    37    2212    2213   36.50000   36.83333   37.50000    26    2299   25.50000   25.50000   26.50000
0000292  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    37    2212    2213   36.50000   37.16667   37.50000    26    2299   25.50000   25.50000   26.50000
0000293  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    38    2213    2214   37.50000   37.50000   38.50000    26    2300   25.50000   25.50000   26.50000
0000294  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    38    2213    2214   37.50000   37.83333   38.50000    26    2300   25.50000   25.50000   26.50000
0000295  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    38    2213    2214   37.50000   38.16667   38.50000    26    2300   25.50000   25.50000   26.50000
0000296  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    39    2214    2215   38.50000   38.50000   39.50000    26    2301   25.50000   25.50000   26.50000
0000297  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    39    2214    2215   38.50000   38.83333   39.50000    26    2301   25.50000   25.50000   26.50000
0000298  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    39    2214    2215   38.50000   39.16667   39.50000    26    2301   25.50000   25.50000   26.50000
0000299  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    40    2215    2216   39.50000   39.50000   40.50000    26    2302   25.50000   25.50000   26.50000
0000300  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    40    2215    2216   39.50000   39.83333   40.50000    26    2302   25.50000   25.50000   26.50000
0000301  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    40    2215    2216   39.50000   40.16667   40.50000    26    2302   25.50000   25.50000   26.50000
0000302  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    41    2216    2217   40.50000   40.50000   41.50000    26    2303   25.50000   25.50000   26.50000
0000303  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    41    2216    2217   40.50000   40.83333   41.50000    26    2303   25.50000   25.50000   26.50000
0000304  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    41    2216    2217   40.50000   41.16667   41.50000    26    2303   25.50000   25.50000   26.50000
0000305  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    42    2217    2218   41.50000   41.50000   42.50000    26    2304   25.50000   25.50000   26.50000
0000306  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    42    2217    2218   41.50000   41.83333   42.50000    26    2304   25.50000   25.50000   26.50000
0000307  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    42    2217    2218   41.50000   42.16667   42.50000    26    2304   25.50000   25.50000   26.50000
0000308  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    43    2218    2219   42.50000   42.50000   43.50000    26    2305   25.50000   25.50000   26.50000
0000309  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    43    2218    2219   42.50000   42.83333   43.50000    26    2305   25.50000   25.50000   26.50000
0000310  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    43    2218    2219   42.50000   43.16667   43.50000    26    2305   25.50000   25.50000   26.50000
0000311  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    44    2219    2220   43.50000   43.50000   44.50000    26    2306   25.50000   25.50000   26.50000
0000312  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    44    2219    2220   43.50000   43.83333   44.50000    26    2306   25.50000   25.50000   26.50000
0000313  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    44    2219    2220   43.50000   44.16667   44.50000    26    2306   25.50000   25.50000   26.50000
0000314  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    45    2220    2221   44.50000   44.50000   45.50000    26    2307   25.50000   25.50000   26.50000
0000315  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    45    2220    2221   44.50000   44.83333   45.50000    26    2307   25.50000   25.50000   26.50000
0000316  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    45    2220    2221   44.50000   45.16667   45.50000    26    2307   25.50000   25.50000   26.50000
0000317  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    46    2221    2222   45.50000   45.50000   46.50000    26    2308   25.50000   25.50000   26.50000
0000318  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    46    2221    2222   45.50000   45.83333   46.50000    26    2308   25.50000   25.50000   26.50000
0000319  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    46    2221    2222   45.50000   46.16667   46.50000    26    2308   25.50000   25.50000   26.50000
0000320  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    47    2222    2223   46.50000   46.50000   47.50000    26    2309   25.50000   25.50000   26.50000
0000321  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    47    2222    2223   46.50000   46.83333   47.50000    26    2309   25.50000   25.50000   26.50000
0000322  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    47    2222    2223   46.50000   47.16667   47.50000    26    2309   25.50000   25.50000   26.50000
0000323  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    48    2223    2224   47.50000   47.50000   48.50000    26    2310   25.50000   25.50000   26.50000
0000324  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    48    2223    2224   47.50000   47.83333   48.50000    26    2310   25.50000   25.50000   26.50000
0000325  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    48    2223    2224   47.50000   48.16667   48.50000    26    2310   25.50000   25.50000   26.50000
0000326  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    49    2224    2225   48.50000   48.50000   49.50000    26    2311   25.50000   25.50000   26.50000
0000327  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    49    2224    2225   48.50000   48.83333   49.50000    26    2311   25.50000   25.50000   26.50000
0000328  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    49    2224    2225   48.50000   49.16667   49.50000    26    2311   25.50000   25.50000   26.50000
0000329  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    50    2225    2226   49.50000   49.50000   50.50000    26    2312   25.50000   25.50000   26.50000
0000330  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    50    2225    2226   49.50000   49.83333   50.50000    26    2312   25.50000   25.50000   26.50000
0000331  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    50    2225    2226   49.50000   50.16667   50.50000    26    2312   25.50000   25.50000   26.50000
0000332  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    51    2226    2227   50.50000   50.50000   51.50000    26    2313   25.50000   25.50000   26.50000
0000333  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    51    2226    2227   50.50000   50.83333   51.50000    26    2313   25.50000   25.50000   26.50000
0000334  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    51    2226    2227   50.50000   51.16667   51.50000    26    2313   25.50000   25.50000   26.50000
0000335  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    52    2227    2228   51.50000   51.50000   52.50000    26    2314   25.50000   25.50000   26.50000
0000336  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    52    2227    2228   51.50000   51.83333   52.50000    26    2314   25.50000   25.50000   26.50000
0000337  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    52    2227    2228   51.50000   52.16667   52.50000    26    2314   25.50000   25.50000   26.50000
0000338  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    53    2228    2229   52.50000   52.50000   53.50000    26    2315   25.50000   25.50000   26.50000
0000339  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    53    2228    2229   52.50000   52.83333   53.50000    26    2315   25.50000   25.50000   26.50000
0000340  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    53    2228    2229   52.50000   53.16667   53.50000    26    2315   25.50000   25.50000   26.50000
0000341  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    54    2229    2230   53.50000   53.50000   54.50000    26    2316   25.50000   25.50000   26.50000
0000342  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    54    2229    2230   53.50000   53.83333   54.50000    26    2316   25.50000   25.50000   26.50000
0000343  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    54    2229    2230   53.50000   54.16667   54.50000    26    2316   25.50000   25.50000   26.50000
0000344  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    55    2230    2231   54.50000   54.50000   55.50000    26    2317   25.50000   25.50000   26.50000
0000345  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    55    2230    2231   54.50000   54.83333   55.50000    26    2317   25.50000   25.50000   26.50000
0000346  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    55    2230    2231   54.50000   55.16667   55.50000    26    2317   25.50000   25.50000   26.50000
0000347  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    56    2231    2232   55.50000   55.50000   56.50000    26    2318   25.50000   25.50000   26.50000
0000348  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    56    2231    2232   55.50000   55.83333   56.50000    26    2318   25.50000   25.50000   26.50000
0000349  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    56    2231    2232   55.50000   56.16667   56.50000    26    2318   25.50000   25.50000   26.50000
0000350  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    57    2232    2233   56.50000   56.50000   57.50000    26    2319   25.50000   25.50000   26.50000
0000351  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    57    2232    2233   56.50000   56.83333   57.50000    26    2319   25.50000   25.50000   26.50000
0000352  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    57    2232    2233   56.50000   57.16667   57.50000    26    2319   25.50000   25.50000   26.50000
0000353  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    58    2233    2234   57.50000   57.50000   58.50000    26    2320   25.50000   25.50000   26.50000
0000354  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    58    2233    2234   57.50000   57.83333   58.50000    26    2320   25.50000   25.50000   26.50000
0000355  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    58    2233    2234   57.50000   58.16667   58.50000    26    2320   25.50000   25.50000   26.50000
0000356  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    59    2234    2235   58.50000   58.50000   59.50000    26    2321   25.50000   25.50000   26.50000
0000357  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    59    2234    2235   58.50000   58.83333   59.50000    26    2321   25.50000   25.50000   26.50000
0000358  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    59    2234    2235   58.50000   59.16667   59.50000    26    2321   25.50000   25.50000   26.50000
0000359  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    60    2235    2236   59.50000   59.50000   60.50000    26    2322   25.50000   25.50000   26.50000
0000360  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    2235    2236   59.50000   59.83333   60.50000    26    2322   25.50000   25.50000   26.50000
0000361  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    2235    2236   59.50000   60.16667   60.50000    26    2322   25.50000   25.50000   26.50000
0000362  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61    2236    2237   60.50000   60.50000   61.50000    26    2323   25.50000   25.50000   26.50000
0000363  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61    2236    2237   60.50000   60.83333   61.50000    26    2323   25.50000   25.50000   26.50000
0000364  4.44444e-01  2.22222e-01  1.11111e-01  0.00000e+00  7.77778e-01    21    2196    2197   20.50000   20.83333   21.50000    26    2283   25.50000   25.83333   26.50000
0000365  2.22222e-01  4.44444e-01  2.22222e-01  0.00000e+00  8.88889e-01    21    2196    2197   20.50000   21.16667   21.50000    26    2283   25.50000   25.83333   26.50000
0000366  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    22    2197    2198   21.50000   21.50000   22.50000    26    2284   25.50000   25.83333   26.50000
0000367  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    22    2197    2198   21.50000   21.83333   22.50000    26    2284   25.50000   25.83333   26.50000
0000368  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    22    2197    2198   21.50000   22.16667   22.50000    26    2284   25.50000   25.83333   26.50000
0000369  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    23    2198    2199   22.50000   22.50000   23.50000    26    2285   25.50000   25.83333   26.50000
0000370  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    23    2198    2199   22.50000   22.83333   23.50000    26    2285   25.50000   25.83333   26.50000
0000371  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    23    2198    2199   22.50000   23.16667   23.50000    26    2285   25.50000   25.83333   26.50000
0000372  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    24    2199    2200   23.50000   23.50000   24.50000    26    2286   25.50000   25.83333   26.50000
0000373  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    24    2199    2200   23.50000   23.83333   24.50000    26    2286   25.50000   25.83333   26.50000
0000374  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    24    2199    2200   23.50000   24.16667   24.50000    26    2286   25.50000   25.83333   26.50000
0000375  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    25    2200    2201   24.50000   24.50000   25.50000    26    2287   25.50000   25.83333   26.50000
0000376  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    25    2200    2201   24.50000   24.83333   25.50000    26    2287   25.50000   25.83333   26.50000
0000377  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    25    2200    2201   24.50000   25.16667   25.50000    26    2287   25.50000   25.83333   26.50000
0000378  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    26    2201    2202   25.50000   25.50000   26.50000    26    2288   25.50000   25.83333   26.50000
0000379  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    26    2201    2202   25.50000   25.83333   26.50000    26    2288   25.50000   25.83333   26.50000
0000380  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    26    2201    2202   25.50000   26.16667   26.50000    26    2288   25.50000   25.83333   26.50000
0000381  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    27    2202    2203   26.50000   26.50000   27.50000    26    2289   25.50000   25.83333   26.50000
0000382  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    27    2202    2203   26.50000   26.83333   27.50000    26    2289   25.50000   25.83333   26.50000
0000383  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    27    2202    2203   26.50000   27.16667   27.50000    26    2289   25.50000   25.83333   26.50000
0000384  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    28    2203    2204   27.50000   27.50000   28.50000    26    2290   25.50000   25.83333   26.50000
0000385  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    28    2203    2204   27.50000   27.83333   28.50000    26    2290   25.50000   25.83333   26.50000
0000386  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    28    2203    2204   27.50000   28.16667   28.50000    26    2290   25.50000   25.83333   26.50000
0000387  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    29    2204    2205   28.50000   28.50000   29.50000    26    2291   25.50000   25.83333   26.50000
0000388  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    29    2204    2205   28.50000   28.83333   29.50000    26    2291   25.50000   25.83333   26.50000
0000389  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    29    2204    2205   28.50000   29.16667   29.50000    26    2291   25.50000   25.83333   26.50000
0000390  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    30    2205    2206   29.50000   29.50000   30.50000    26    2292   25.50000   25.83333   26.50000
0000391  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    30    2205    2206   29.50000   29.83333   30.50000    26    2292   25.50000   25.83333   26.50000
0000392  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    30    2205    2206   29.50000   30.16667   30.50000    26    2292   25.50000   25.83333   26.50000
0000393  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    31    2206    2207   30.50000   30.50000   31.50000    26    2293   25.50000   25.83333   26.50000
0000394  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    31    2206    2207   30.50000   30.83333   31.50000    26    2293   25.50000   25.83333   26.50000
0000395  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    31    2206    2207   30.50000   31.16667   31.50000    26    2293   25.50000   25.83333   26.50000
0000396  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    32    2207    2208   31.50000   31.50000   32.50000    26    2294   25.50000   25.83333   26.50000
0000397  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    32    2207    2208   31.50000   31.83333   32.50000    26    2294   25.50000   25.83333   26.50000
0000398  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    32    2207    2208   31.50000   32.16667   32.50000    26    2294   25.50000   25.83333   26.50000
0000399  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    33    2208    2209   32.50000   32.50000   33.50000    26    2295   25.50000   25.83333   26.50000
0000400  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    33    2208    2209   32.50000   32.83333   33.50000    26    2295   25.50000   25.83333   26.50000
0000401  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    33    2208    2209   32.50000   33.16667   33.50000    26    2295   25.50000   25.83333   26.50000
0000402  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    34    2209    2210   33.50000   33.50000   34.50000    26    2296   25.50000   25.83333   26.50000
0000403  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    34    2209    2210   33.50000   33.83333   34.50000    26    2296   25.50000   25.83333   26.50000
0000404  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    34    2209    2210   33.50000   34.16667   34.50000    26    2296   25.50000   25.83333   26.50000
0000405  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    35    2210    2211   34.50000   34.50000   35.50000    26    2297   25.50000   25.83333   26.50000
0000406  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    35    2210    2211   34.50000   34.83333   35.50000    26    2297   25.50000   25.83333   26.50000
0000407  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    35    2210    2211   34.50000   35.16667   35.50000    26    2297   25.50000   25.83333   26.50000
0000408  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    36    2211    2212   35.50000   35.50000   36.50000    26    2298   25.50000   25.83333   26.50000
0000409  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    36    2211    2212   35.50000   35.83333   36.50000    26    2298   25.50000   25.83333   26.50000
0000410  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    36    2211    2212   35.50000   36.16667   36.50000    26    2298   25.50000   25.83333   26.50000
0000411  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    37    2212    2213   36.50000   36.50000   37.50000    26    2299   25.50000   25.83333   26.50000
0000412  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    37    2212    2213   36.50000   36.83333   37.50000    26    2299   25.50000   25.83333   26.50000
0000413  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    37    2212    2213   36.50000   37.16667   37.50000    26    2299   25.50000   25.83333   26.50000
0000414  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    38    2213    2214   37.50000   37.50000   38.50000    26    2300   25.50000   25.83333   26.50000
0000415  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    38    2213    2214   37.50000   37.83333   38.50000    26    2300   25.50000   25.83333   26.50000
0000416  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    38    2213    2214   37.50000   38.16667   38.50000    26    2300   25.50000   25.83333   26.50000
0000417  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    39    2214    2215   38.50000   38.50000   39.50000    26    2301   25.50000   25.83333   26.50000
0000418  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    39    2214    2215   38.50000   38.83333   39.50000    26    2301   25.50000   25.83333   26.50000
0000419  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    39    2214    2215   38.50000   39.16667   39.50000    26    2301   25.50000   25.83333   26.50000
0000420  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    40    2215    2216   39.50000   39.50000   40.50000    26    2302   25.50000   25.83333   26.50000
0000421  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    40    2215    2216   39.50000   39.83333   40.50000    26    2302   25.50000   25.83333   26.50000
0000422  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    40    2215    2216   39.50000   40.16667   40.50000    26    2302   25.50000   25.83333   26.50000
0000423  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    41    2216    2217   40.50000   40.50000   41.50000    26    2303   25.50000   25.83333   26.50000
0000424  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    41    2216    2217   40.50000   40.83333   41.50000    26    2303   25.50000   25.83333   26.50000
0000425  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    41    2216    2217   40.50000   41.16667   41.50000    26    2303   25.50000   25.83333   26.50000
0000426  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    42    2217    2218   41.50000   41.50000   42.50000    26    2304   25.50000   25.83333   26.50000
0000427  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    42    2217    2218   41.50000   41.83333   42.50000    26    2304   25.50000   25.83333   26.50000
0000428  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    42    2217    2218   41.50000   42.16667   42.50000    26    2304   25.50000   25.83333   26.50000
0000429  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    43    2218    2219   42.50000   42.50000   43.50000    26    2305   25.50000   25.83333   26.50000
0000430  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    43    2218    2219   42.50000   42.83333   43.50000    26    2305   25.50000   25.83333   26.50000
0000431  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    43    2218    2219   42.50000   43.16667   43.50000    26    2305   25.50000   25.83333   26.50000
0000432  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    44    2219    2220   43.50000   43.50000   44.50000    26    2306   25.50000   25.83333   26.50000
0000433  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    44    2219    2220   43.50000   43.83333   44.50000    26    2306   25.50000   25.83333   26.50000
0000434  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    44    2219    2220   43.50000   44.16667   44.50000    26    2306   25.50000   25.83333   26.50000
0000435  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    45    2220    2221   44.50000   44.50000   45.50000    26    2307   25.50000   25.83333   26.50000
0000436  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    45    2220    2221   44.50000   44.83333   45.50000    26    2307   25.50000   25.83333   26.50000
0000437  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    45    2220    2221   44.50000   45.16667   45.50000    26    2307   25.50000   25.83333   26.50000
0000438  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    46    2221    2222   45.50000   45.50000   46.50000    26    2308   25.50000   25.83333   26.50000
0000439  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    46    2221    2222   45.50000   45.83333   46.50000    26    2308   25.50000   25.83333   26.50000
